date,eq-large,eq-mid,eq-bank,gov,corp,cash,gold,reit,intl
2023-10-24,-0.011206219,-0.017939357,-0.017839391,0.005522981,0.00667376,0.000216628,0.003073965,0.002546831,0.001324399
2023-10-25,-0.00073421,-0.013155645,0.004928316,-0.002229992,0.00185005,3.3689e-05,0.004951051,-0.000211922,0.009641452
2023-10-26,0.027318463,0.014901323,0.032388249,0.002278216,0.00414385,0.000164665,-0.000334445,0.007931274,-0.00065464
2023-10-27,-0.002896863,-0.006743471,0.00697116,-0.000529964,-0.002831625,2.6577e-05,0.0227309,-8.8582e-05,-0.011055551
2023-10-30,-0.03106365,-0.035409216,-0.017476388,0.008547075,0.006905047,0.000361612,0.011973336,-0.017267158,-0.022950946
2023-10-31,-0.017286814,-0.029114438,-0.022945738,0.002631044,-0.004017767,0.000119846,0.012705706,-0.004277298,-0.011699361
2023-11-01,-0.002117468,-0.01125366,0.007288494,-0.007139264,-0.000245512,0.000282719,0.011280904,-0.017516414,0.010418088
2023-11-02,0.004705147,0.029896106,0.034385396,-0.002841898,-0.000958568,-0.000186799,0.004512659,0.008250923,-0.001307168
2023-11-03,-0.007747456,-0.022281756,-0.021106927,0.002127965,-0.000174664,0.000223275,-0.00297346,0.008530444,-0.001466389
2023-11-06,-0.020695061,-0.012186426,-0.02075361,0.000657778,0.002828343,0.000364476,-0.012367309,-0.008275695,0.016161654
2023-11-07,0.012278054,0.023524764,0.036491766,-0.000277147,0.001328084,0.000186399,-0.01542586,-0.007828742,0.037427067
2023-11-08,0.014230957,0.018982868,-0.007177284,-0.000468738,-0.000400958,0.000129677,0.012677975,-0.009938095,-0.016519326
2023-11-09,-0.001018555,0.019654134,0.015571817,-0.002762372,0.003030578,0.000101555,0.001774413,0.014475219,0.003522555
2023-11-10,0.013921888,0.011540746,-0.003623407,0.000198231,0.001277812,0.000355171,-0.018983235,0.007211042,0.008051495
2023-11-13,0.005899633,-0.002375671,0.014836876,-0.005906837,0.000801698,-3.6492e-05,0.00157616,0.01424424,-0.00497059
2023-11-14,-0.017457867,0.006371661,0.00801727,-4.827e-06,0.002278366,0.000276283,-0.000425969,0.00074964,0.026559096
2023-11-15,-0.02316833,-0.020053143,-0.019510651,0.004307252,-0.005436058,0.000116817,-0.004374521,-0.008583827,-0.023651952
2023-11-16,0.013608485,0.029692839,0.013717523,-0.001708954,-0.009464105,2.4874e-05,0.009056356,-0.000579556,0.014797627
2023-11-17,-0.01624317,-0.016020584,-0.020976633,0.003046429,0.002956431,6.9982e-05,0.0001361,-0.028294086,-0.001474948
2023-11-20,-0.01209667,-0.003676556,-0.008799606,0.001175886,-0.004597618,0.000127206,0.010435216,-0.01397153,-0.005845347
2023-11-21,-0.004296505,0.00979313,-0.002773809,0.002296353,0.01095298,0.000140763,0.000361616,0.002248826,-0.002066362
2023-11-22,0.010749185,0.007546905,0.019313332,0.001278436,-0.000846703,0.000216391,-0.004729182,-0.008461331,-0.0031972
2023-11-23,0.001963348,-0.000217682,-0.003961903,-0.000191974,0.000838511,0.000185665,0.000930002,-0.012820907,-0.008433387
2023-11-24,-0.012235833,-0.000482917,-0.013569305,-0.006625215,-0.014555044,0.000156692,-0.00117146,0.002445685,0.002879581
2023-11-27,0.002796939,0.006960205,0.005607975,0.004999816,0.001715434,0.000131895,-0.002939446,0.017119352,0.000574851
2023-11-28,0.000994062,-0.006381685,-0.008576237,-0.002566564,-0.008039798,0.0002267,0.001544258,-0.002232025,0.002037821
2023-11-29,-0.006264725,-0.019808536,-0.011535935,0.002452944,-0.002982969,0.0001531,-0.008648788,-0.023439314,-0.00060896
2023-11-30,0.012195709,0.009022606,-0.011238245,0.006591945,0.005395223,9.0286e-05,-0.002102813,0.001601148,0.001477381
2023-12-01,-0.031204647,-0.046915571,-0.03553209,-0.004028722,-0.010982896,5.9735e-05,-0.004919957,-0.027738107,-0.028741849
2023-12-04,-0.005063196,0.012019228,0.000309896,0.007365121,0.005111734,0.000139298,0.003875585,-0.001850399,-0.025299436
2023-12-05,-0.006641284,-0.016684156,-0.010098565,0.000569159,-0.002076442,0.00017523,0.000780404,0.000859217,-0.003857859
2023-12-06,-0.003924545,-0.013169548,-0.011456904,0.006215333,0.008351207,9.7601e-05,-0.001748425,0.014791409,-0.012334884
2023-12-07,0.007239586,-0.010299421,-0.001071857,-0.001310084,0.006828395,3.72e-07,-0.015273724,0.005568711,-0.007565408
2023-12-08,0.009900357,0.018863776,0.004979957,-0.003158785,0.0050265,5.82e-07,-0.010925885,0.009288484,0.009838014
2023-12-11,0.011895654,0.023508419,0.001316949,0.001147915,0.003138312,0.000372325,9.4231e-05,0.039813358,0.002312499
2023-12-12,-0.011646844,0.008339752,0.009239822,-0.002582863,-0.000993661,3.5443e-05,0.004963617,-0.009813916,-0.017028267
2023-12-13,0.007878787,-0.000183175,0.012554693,0.011648441,0.014844079,8.5599e-05,0.0078724,0.012098743,0.010353096
2023-12-14,0.006787395,0.024841266,0.004151826,0.005815614,0.005712954,0.000196355,0.011129269,0.000587349,0.029244338
2023-12-15,0.00910325,0.008815322,0.025231089,-0.003022801,0.005235745,0.00027923,0.004141029,0.009318564,0.004371621
2023-12-18,-0.012943655,-0.003621702,-0.017090414,0.001646757,0.007276719,-9.21e-06,0.002138586,0.014357467,-0.009084279
2023-12-19,-0.002127501,-0.004173367,0.002449924,-0.005906723,-0.006127923,0.000155583,-0.008800352,-0.007307972,0.009786169
2023-12-20,-0.005354137,-0.001700992,-0.008977858,0.008910773,0.010420868,0.000419492,-0.02008584,0.005117382,0.019529801
2023-12-21,-0.024816111,-0.037278292,-0.027329218,0.007621608,0.003736948,0.000204999,-0.006883166,-0.020367208,-0.037150238
2023-12-22,-0.019005003,-0.024866263,-0.012339075,0.00328033,0.001814223,-2.3259e-05,0.013891934,-0.015614428,-0.020518836
2023-12-25,-0.018278399,-0.032573132,-0.018677826,0.005331813,0.006498409,0.000249823,0.018976331,0.018892025,-0.019372357
2023-12-26,0.009651982,0.016174518,0.007354591,-0.000352801,-0.000969339,0.000267407,-0.016293754,0.013429791,-0.011428686
2023-12-27,0.000660434,0.01310698,0.006237348,0.002008949,-0.002760858,5.9729e-05,-0.016927559,0.026246082,0.017669288
2023-12-28,-0.005642113,-0.018193682,-0.016618814,0.003600159,-0.005583308,9.9371e-05,-0.010215822,-0.016898643,-0.002288422
2023-12-29,-0.013286157,0.003830378,-0.014143007,-0.00303665,-0.007689976,0.000214712,-0.009256276,-0.003294141,-0.016909474
2024-01-01,0.009689177,-0.000194103,-0.013710634,-0.005216448,0.001169258,0.000332768,0.005372968,0.000526933,-0.001553227
2024-01-02,-0.018553756,-0.000210266,0.002544784,-0.007005956,-0.001887654,8.2579e-05,0.008738257,-0.006633275,-0.002770969
2024-01-03,0.005948491,0.004870907,0.011742958,0.00146088,-0.001749818,-7.6506e-05,-0.004669087,0.018621384,0.005096817
2024-01-04,0.024336439,0.029121646,0.022507688,0.004585543,-0.005564862,0.000185821,0.006061826,0.020736398,0.011911651
2024-01-05,-0.007165943,-0.030067347,-0.007043558,0.004476771,-0.005844312,0.00013027,0.008345345,-0.017221633,-0.016616964
2024-01-08,-0.015136046,-0.024866632,-0.019607899,0.006022474,0.012240892,1.728e-05,0.011956582,0.000917373,-0.017652504
2024-01-09,0.005464074,0.012518156,0.005848039,-0.002572327,-0.007900238,0.000124468,-0.003514036,-0.015612568,0.009842373
2024-01-10,0.001841626,0.02248727,-0.003700823,0.003285313,0.001870377,0.000419366,0.000816888,0.002919883,0.011724871
2024-01-11,-0.002929042,-0.004411631,-0.012284143,0.000716573,-0.001975361,-5.5059e-05,0.006666243,-0.009565352,-0.004137396
2024-01-12,0.002416048,-0.003125456,0.009769641,-0.002257976,0.002972379,0.000387694,0.003617077,0.004732893,0.008225807
2024-01-15,0.013623061,0.016836519,0.03137087,0.001880175,0.001233328,-2.326e-06,-0.002411916,0.008468653,0.016544636
2024-01-16,-0.011332426,-0.019289803,-0.013770963,-0.003168685,-0.000811776,8.7275e-05,-0.006870006,-0.000945783,-0.00218886
2024-01-17,-0.004453986,-0.011673724,-0.008139228,0.005782746,0.003063906,-4.2401e-05,0.003252839,0.011153244,-0.004751137
2024-01-18,-0.009985465,-0.020941565,-0.007132787,0.000838131,0.00620552,0.000324762,-0.003781249,0.001977311,-0.007909853
2024-01-19,0.006889385,0.008199678,0.019545358,0.003804325,0.000186835,7.5965e-05,-0.001563631,0.016440743,-0.003674994
2024-01-22,-0.016760095,-0.008278775,0.006829457,0.008831355,-0.000314039,0.000399212,0.010573875,0.003608901,-0.011150653
2024-01-23,-0.004126339,-0.000447478,-0.002739397,-0.000274324,0.002562862,0.00016487,0.00609351,0.001113701,-0.016532913
2024-01-24,0.024679189,0.01233806,0.005952655,-0.004815471,0.002323333,8.1057e-05,0.00142619,0.007745496,-0.002352892
2024-01-25,-0.014955115,-0.025741982,-0.018080473,0.001198315,0.006648457,6.5909e-05,-0.008709498,-0.016662856,-0.000142285
2024-01-26,0.002624797,0.027338284,0.011395323,0.002216079,0.00280737,-4.0698e-05,0.004180247,0.000301384,0.003751057
2024-01-29,0.008790015,0.002136187,0.005629543,0.005146916,0.001833074,0.000197772,0.006463397,0.002178971,0.016743478
2024-01-30,-0.011187043,-0.018858006,0.009513276,-0.00126121,-0.007785245,5.2987e-05,0.001359891,-0.014354336,-0.009753229
2024-01-31,-0.022644275,-3.2266e-05,-0.003178733,0.002792545,0.003604814,0.000286576,-0.006614354,-0.008121849,-0.001506743
2024-02-01,-0.012115241,-0.014373077,-0.021742799,0.002181316,-0.000704059,0.000234965,0.010112033,0.01498691,-0.000302489
2024-02-02,0.0241886,0.040014697,0.023315044,-0.004901983,0.003601714,0.000141982,-0.012610624,-0.004135479,0.011864865
2024-02-05,0.035581122,0.022272682,0.023980308,-0.000937446,0.003276983,0.00026848,-0.003242326,0.014033085,0.009253634
2024-02-06,0.005297445,-0.00840087,0.010735724,-0.004100543,-0.003920479,9.9751e-05,0.004266361,-0.007782522,0.002580199
2024-02-07,-0.001075607,-0.028064053,-0.018739944,-0.001144374,-0.007762216,5.8042e-05,0.009812845,-0.035496691,-0.01612297
2024-02-08,-0.013615321,0.002428978,-0.010435542,0.005695573,0.009076627,0.000267728,-0.002585309,0.011600326,-0.004079147
2024-02-09,-0.019554535,-0.01892297,-0.030071348,0.003415627,-0.007452413,0.000307022,0.008023771,-0.022632815,-0.01148782
2024-02-12,0.008167097,0.018398874,-0.008566267,-0.000799892,0.001564058,0.000240195,0.001363098,-0.001040256,-0.009514266
2024-02-13,0.006598513,0.012639743,0.007182418,0.006657927,0.012525511,0.000235792,-0.000818179,0.016837352,0.008758761
2024-02-14,0.003171054,0.022248952,-0.000100971,7.4912e-05,0.000839234,0.000263485,-0.004786649,0.001462874,-0.014931851
2024-02-15,0.032729788,0.017982902,0.023915043,0.002998922,0.007553241,0.000335983,-0.018151515,0.018229453,0.001393691
2024-02-16,-0.00171476,0.015594824,0.000650122,-0.000959034,-0.000533076,0.000105981,-0.00201459,-0.007640399,0.003064314
2024-02-19,-0.013538562,-0.006939847,0.009087336,6.5569e-05,0.002598656,0.000127753,0.011044789,-0.005298627,-0.002204544
2024-02-20,0.005577727,-0.001109402,-0.006390785,-1.8247e-05,0.003226337,0.000298811,-0.012942265,-0.007182466,0.000190078
2024-02-21,0.017022608,0.012293919,0.010235018,0.000778743,0.00304927,0.000112213,0.003062061,0.003305849,0.012598481
2024-02-22,-0.002599021,0.008403559,-0.021199213,-0.003489165,-0.013008758,0.00016494,-0.015306454,-0.013359035,-0.001065117
2024-02-23,-0.006479783,-0.016110141,0.005287364,0.001687431,0.010089914,0.000114517,0.004030798,0.025166619,0.000754332
2024-02-26,0.0012721,-0.002003766,0.003161109,-0.000868838,0.002739449,0.000179526,-0.00688444,0.010553191,-0.00310352
2024-02-27,-0.000978731,0.007394291,-0.005973197,-0.000154837,-0.000537231,0.000286381,-0.006865245,-0.005097206,0.005481991
2024-02-28,0.023065287,0.034606034,0.013784057,-0.009041618,-0.004099763,0.000206254,0.010094347,0.012576007,0.005970415
2024-02-29,-0.003516728,0.004378712,-0.024964585,0.007840012,0.009903987,0.000183104,-0.019295283,0.019784389,-0.009026875
2024-03-01,-0.019728408,-0.012202723,-0.016323661,-0.007406993,-0.015327671,0.000299693,-0.004764408,-0.011739016,-0.019002204
2024-03-04,0.012021813,0.024270466,0.021350509,0.001229236,-0.001709188,-8.6525e-05,0.00625742,0.002769352,0.013266178
2024-03-05,0.014158375,0.021914125,0.012132686,-0.000692345,-0.001590242,4.6496e-05,0.013293309,0.004606989,0.012941715
2024-03-06,-0.01820649,-0.030095681,-0.026873679,0.001446403,-0.003838739,3.095e-06,0.018594135,-0.024701857,-0.015183842
2024-03-07,0.000964427,0.006510126,0.005040517,-0.000754934,-0.00365987,4.7325e-05,-0.003823657,-0.003241596,-0.001082152
2024-03-08,0.010294274,0.013195071,0.000394052,-0.010554464,-0.006939689,-2.047e-06,-3.5584e-05,-0.02075931,-0.006927135
2024-03-11,0.000786457,0.00530398,0.003426324,0.00293928,-0.002186766,0.000247315,0.010014505,-0.001055641,-0.010233922
2024-03-12,-0.022663201,-0.015166202,-0.017953852,0.00262625,-0.00305083,0.000260679,-0.012800243,-0.026656226,-0.007480072
2024-03-13,0.027174904,0.023153169,0.015597321,-0.004241935,-0.004039748,0.000302461,0.020403786,0.00189961,-0.004420913
2024-03-14,-0.009242273,-0.016633938,-0.026881877,-0.001870923,-0.008139414,-5.24e-06,-0.002951343,-0.008113847,-0.006959161
2024-03-15,0.002523084,0.004499227,0.004728622,0.000652076,-0.000937658,0.000130888,0.005793662,-0.016572959,-0.003193011
2024-03-18,0.005030523,0.001280572,-0.002615005,-0.00332312,-0.005878929,0.000104604,0.001216276,-0.007371487,-0.001464952
2024-03-19,0.006958621,0.012714141,0.015886483,-0.006888583,-0.001127731,0.000506425,-0.005982186,0.01052575,0.015791898
2024-03-20,0.011927697,0.025534625,0.026370039,0.005794687,0.002775738,5.2058e-05,-0.003426595,0.022655488,0.006882041
2024-03-21,0.029153381,0.036294723,0.019034675,-0.004699147,-0.002873415,0.000189084,0.00720854,0.007871189,0.036610076
2024-03-22,-0.003538264,-0.013280876,-0.000347545,0.000574414,-0.008002649,0.000348368,-0.008312579,-0.006997804,0.011169707
2024-03-25,-0.01748353,-0.029575493,-0.005085158,-0.001544752,-0.007055643,7.3644e-05,-0.001152326,-0.014964018,-0.010127226
2024-03-26,0.02464311,0.028294332,0.034853536,0.00168387,0.005945333,0.000485312,-0.000832747,0.013786675,-0.000751194
2024-03-27,0.004459286,-0.011402951,0.00029078,0.000487578,0.004409886,-9.1207e-05,-0.002072028,0.019091994,0.003007571
2024-03-28,-0.002977442,0.019589527,0.007366435,-0.004613473,-0.002563577,0.000152205,0.010587272,-0.001099611,-0.002812718
2024-03-29,0.031901481,0.034680963,0.029056637,0.000171174,0.001650896,0.000111347,0.012532412,0.018644649,0.008728745
2024-04-01,-0.002198275,0.01103794,-0.019462713,-0.00181789,-0.005452254,0.000260903,0.01503206,-0.010500664,0.012315585
2024-04-02,-0.005072899,0.013677417,0.014987462,0.005019804,0.006860177,0.000357398,-0.001669265,0.014016225,0.011992801
2024-04-03,-0.009481732,-0.008738863,-0.012305829,0.001579202,-0.00262108,0.000397261,-0.010424043,-0.017435507,0.002755427
2024-04-04,0.006107034,-0.014343563,-0.033848364,0.010181347,0.009992366,5.3413e-05,0.018726539,0.012266122,-0.012451709
2024-04-05,-0.012313855,-0.007177177,0.004579903,0.007317378,0.006394765,0.000377281,-0.021273838,0.011137197,0.001510242
2024-04-08,-0.005129003,-0.02084517,-0.012147769,-0.003015442,-0.001799737,0.000143044,-0.014006372,-0.023194425,0.015833741
2024-04-09,0.015853448,0.010563767,0.011168792,0.003483674,0.014045861,0.000317783,0.004650143,0.009261769,-0.003265002
2024-04-10,-0.003655242,-0.016063845,-0.009224345,-0.002228361,-0.004306468,0.000323646,0.005943008,-0.011837322,-0.006437745
2024-04-11,-0.007597267,-0.030323477,-0.020296979,-0.001196183,-0.005823476,0.000119121,0.02339056,-0.003530496,-0.020306589
2024-04-12,-0.004337818,0.006927123,0.004434565,-0.001271726,-0.000498159,0.000237066,0.013900701,0.001216656,-0.021082773
2024-04-15,0.018092891,0.013944201,0.027432879,0.000643322,0.002778801,0.000187677,-0.005759692,0.008339319,0.013666544
2024-04-16,0.00162727,0.002987207,0.020241782,-0.000219873,-0.008206346,8.2275e-05,0.001198494,-0.018473797,-0.005458752
2024-04-17,0.003408928,0.008684487,-0.025750259,0.001937459,0.003124092,0.000139438,0.006514376,-0.003508035,-0.010673702
2024-04-18,0.01245501,-0.0004539,0.004811833,-0.003357583,0.004878827,0.000432033,0.007550034,0.010070636,0.008750861
2024-04-19,-0.002276468,0.005964839,0.01581282,0.003144653,0.004764894,9.7381e-05,0.001277567,0.006089276,-0.008646605
2024-04-22,0.012249048,-0.010914742,-0.000273346,0.004975776,0.002500908,0.000162233,0.000252288,0.002093263,0.010070044
2024-04-23,-0.015805115,-0.009016966,-0.017964385,0.003885245,-0.002002418,0.000452174,0.010230892,-0.017020343,-0.015747644
2024-04-24,-8.3975e-05,0.001063022,-0.000367284,0.001731462,0.004720986,0.000145194,0.019873971,0.020767083,0.015284929
2024-04-25,-0.015499078,-0.011303637,0.00950691,0.003743283,0.003138904,3.5292e-05,0.005615298,-0.003334764,0.004169475
2024-04-26,0.027317304,0.031566936,0.011617769,-0.000550018,-0.001422038,0.000114726,-0.010528253,0.00861907,0.012260544
2024-04-29,-0.006129736,-0.03235748,-0.026014112,0.000322579,-0.00123334,0.000178876,0.006327545,-0.014684375,-0.014779624
2024-04-30,0.01444884,-0.005138753,0.006614097,-0.000930741,-0.003592758,0.000108383,-0.002043571,-0.011893293,0.005891802
2024-05-01,0.017185721,0.004931913,0.018139135,0.005050866,0.010341871,0.000229587,0.012100352,0.012198074,0.016513415
2024-05-02,0.001176823,-0.000112386,7.2369e-05,-0.003890455,-0.008233658,0.000179965,-0.002463484,-0.006255072,0.000214882
2024-05-03,-0.00404426,0.004686638,0.000725566,-0.006760766,-0.008742572,0.000173377,0.008432178,-0.00420757,-0.0034176
2024-05-06,0.000617928,-0.001036445,0.009975468,0.003816465,-0.008843926,-0.000108036,0.015367379,-0.011798322,0.012071892
2024-05-07,0.009947601,-0.004218609,0.013629764,-0.005279474,0.000653113,0.000273873,0.012390491,0.000312443,0.002070337
2024-05-08,-0.014569823,-0.011726167,-0.002405526,0.007393278,0.00999969,0.000155384,0.001180744,0.007196019,-0.000269916
2024-05-09,0.011614083,0.005603231,0.014981165,0.005869497,0.008462927,0.000323184,-0.020061311,0.010890812,0.006017245
2024-05-10,-0.020009114,-0.023273229,-0.014717482,0.003492221,0.0012791,0.000119009,0.005486429,-0.019028806,-0.01946383
2024-05-13,-0.026782308,-0.047401002,-0.030925584,-0.001043853,0.000115059,0.000218977,0.002183544,-0.023815273,-0.035149403
2024-05-14,0.010040838,-0.000630986,0.005729764,0.007665125,0.007603538,0.000128681,0.014248274,0.021017876,-0.002931081
2024-05-15,-0.005502677,-0.02306651,-0.021787026,0.003928017,-0.005875418,0.000113444,0.000724509,-0.011186232,-0.020943745
2024-05-16,0.006435246,-0.008059393,0.014363579,-0.003774175,-0.003948451,0.000132123,-0.000675404,-0.006546399,0.002074557
2024-05-17,0.010763051,0.027429604,0.000797725,-0.001578571,-0.003276778,4.6e-06,-0.008648098,-0.013148189,0.024221398
2024-05-20,0.004778039,0.004637491,0.005005782,-0.004674897,0.006463041,0.000340812,0.005762939,0.009830585,0.009037885
2024-05-21,0.013930303,0.024578443,0.022955492,0.002495508,4.1096e-05,2.5199e-05,0.001814205,0.003513631,0.001371032
2024-05-22,0.002551856,0.004247273,-0.004549958,0.001283705,0.002985056,-1.7978e-05,-0.023219172,0.003433223,-0.000777802
2024-05-23,-0.006491299,-0.020260008,-0.01596781,0.007107246,0.010392727,0.000201682,0.009308648,0.001029004,-0.002592684
2024-05-24,-0.000400136,0.018797256,-0.015504365,0.009751792,0.004346128,0.000323168,2.1943e-05,0.031281405,0.016216456
2024-05-27,-0.005521292,-0.006675799,0.005098576,0.002994799,-0.001277687,0.000327559,0.002260522,-0.010741231,0.001702851
2024-05-28,-0.008647014,-0.020887085,-0.018775715,0.004685835,0.000673131,8.7836e-05,0.005485413,-0.020856844,-0.022814298
2024-05-29,0.026483295,0.030751174,0.025235912,0.000837627,0.0038703,-1.5214e-05,-0.01122555,0.013389773,0.005364759
2024-05-30,0.006736781,-0.012097108,0.009824377,-0.001808271,0.000165057,4.5905e-05,-0.007615964,0.006592548,-0.010849253
2024-05-31,0.006131896,-0.024843036,0.002260306,-0.01207117,-0.002373759,0.000137017,0.004505046,-0.014302886,0.006098824
2024-06-03,-0.037705293,-0.013183512,-0.010790489,0.005831246,0.005706692,0.000164504,0.004190506,0.011777062,-0.025802494
2024-06-04,-0.00811395,0.007700557,-0.007669515,0.006254696,0.011004741,0.000262379,0.012295653,-0.012629536,-0.015348844
2024-06-05,0.002917443,-0.00545361,-0.019070194,0.004487793,-0.003746789,0.000214996,-0.016042895,0.013934246,0.009155763
2024-06-06,0.001305602,-0.003072994,-0.005000046,-0.000441829,-0.001674996,-8.0494e-05,-0.005124243,0.005700411,-0.005650605
2024-06-07,-0.012451371,0.000219594,-0.030512397,0.003984376,0.00126631,0.00026597,-0.002797298,-0.016082988,0.001126096
2024-06-10,-0.01894426,0.007519125,-0.005738138,0.003511801,0.001529339,5.4935e-05,-0.017839181,0.008164344,-0.002573705
2024-06-11,0.007673028,-0.011163004,-0.022151274,-0.004350933,-0.004037757,2.5954e-05,-0.007784609,-0.01619875,0.00693012
2024-06-12,0.017799022,0.025787567,0.025324236,-0.000316293,0.005957283,0.000249693,-0.004051196,0.014195246,0.01986049
2024-06-13,-0.015096544,-0.005103303,-0.003407957,0.006572295,0.003473127,-8.9576e-05,0.008435117,-0.011072842,-0.005649043
2024-06-14,-0.003536194,-0.007472123,-0.012712893,0.001690988,-0.000594937,0.000151169,0.001580423,-0.013753392,-0.010495754
2024-06-17,-0.006046217,0.013242742,0.015771499,-0.001186535,0.003441856,0.000317243,-0.004016853,0.008294443,0.004468408
2024-06-18,-0.005311155,-0.005977206,-0.00623375,0.000688632,0.001516416,0.000184296,-0.002481395,0.006011598,0.002357855
2024-06-19,-0.005929774,0.019963325,0.017408362,-0.001689984,0.000257111,7.0521e-05,-0.022667768,0.008161206,0.018693635
2024-06-20,-0.000882817,-0.00124916,-0.00325715,0.003933639,0.004992007,0.000330832,-0.022958491,0.011167565,-0.000964426
2024-06-21,0.001737799,-0.009320053,-0.004118949,-0.001243185,-0.009420597,-0.00023763,-0.006327017,-0.017919471,-0.013425546
2024-06-24,0.013453644,0.023910247,0.023954242,-6.6972e-05,-0.003663455,0.000214966,-0.004505984,-0.000430975,0.016676908
2024-06-25,0.014845463,0.019071576,0.002804551,0.001054403,0.005121882,1.5213e-05,0.004640144,0.011748244,0.014165012
2024-06-26,-0.016918221,-0.023810017,-0.005717761,-0.002417636,-0.007270775,8.6445e-05,-0.015546169,-0.01570502,-0.00596405
2024-06-27,0.011293527,0.018075936,0.032629762,-0.005062707,-0.005630895,0.000287784,-0.010237513,0.009391414,0.00705152
2024-06-28,0.012728185,0.021361619,0.01674693,0.006093726,0.005462304,-3.9545e-05,0.006527366,0.015946979,0.001732723
2024-07-01,0.006984882,-0.027802698,-0.00209399,-0.003758779,-0.001838514,0.000295196,0.014847124,0.001476376,0.00280254
2024-07-02,-0.024394031,0.00066576,-0.001212041,-0.004041081,-0.000458832,0.000183485,0.011492412,-0.006920835,0.003375417
2024-07-03,0.016447536,0.0161062,-0.000110029,0.00314526,0.001163535,-8.885e-06,0.002943025,0.046346658,0.004610794
2024-07-04,-0.025919639,-0.002595565,-0.014792034,-0.00282903,-0.004445207,-9.6397e-05,-0.018313522,-0.012544508,-0.000252646
2024-07-05,0.01030115,0.022299957,0.023797086,-0.00017773,0.003512805,0.000143571,-0.000728927,0.014369711,0.015846623
2024-07-08,0.006100584,0.011604757,0.024277814,0.00072144,0.002793155,-0.000117755,-0.003408872,0.005418403,0.014992337
2024-07-09,0.020407327,0.027866327,0.042442231,-0.007749821,-0.00348251,0.000173013,-0.001004932,0.026625112,0.004458322
2024-07-10,0.013170511,0.026315256,0.022693433,-0.007088391,0.003186071,1.328e-05,-0.014107415,0.007555295,0.021627636
2024-07-11,-0.004337171,0.006099354,-0.010572514,0.00351804,-0.008737203,0.000226597,-0.01386675,-0.005798415,-0.004257869
2024-07-12,-0.006300618,0.004772361,0.008911518,-0.003165661,-0.001607042,0.000196877,0.007054193,0.01069298,-0.004420381
2024-07-15,-0.038446016,-0.039133809,-0.039510343,0.004488881,0.00325404,0.000334537,0.006351845,-0.028892451,-0.034407971
2024-07-16,-0.045948325,-0.061220149,-0.067230004,-0.001184357,-0.006440861,-4.7298e-05,0.005004373,-0.040666465,-0.027021577
2024-07-17,0.011470284,0.018076912,0.022732122,0.003195905,0.009274895,0.000204346,-0.006364463,0.014526626,-0.006319789
2024-07-18,-0.002319498,-0.010560903,-0.005709317,0.000312845,-0.000734648,0.000111493,0.004934546,-0.01757893,-0.004072418
2024-07-19,-0.025815909,-0.027460048,-0.023986405,0.008897242,0.0058077,3.1876e-05,0.003164874,0.011068594,-0.020128307
2024-07-22,0.007069624,-0.006467309,0.009284538,0.005442756,0.004610306,0.000230688,-0.009990638,0.031397543,0.006757685
2024-07-23,-0.01261574,-0.007929212,-0.008117269,-0.005488546,-0.009149222,0.000183022,-0.007531507,-0.01071249,-0.018069775
2024-07-24,-0.007014647,0.012387937,0.015812293,0.002578933,0.008034576,0.000275308,0.005571878,-0.000482501,-0.015805521
2024-07-25,-0.006727435,-0.002306625,-0.001199491,-0.002808392,-0.002460973,0.000113783,-0.007221531,0.007588778,-0.005857166
2024-07-26,0.04079864,0.025986942,0.023826927,-0.00045613,0.005162747,0.000112052,-0.015013371,0.033902652,0.031657295
2024-07-29,-0.011026925,-0.016451053,-0.002438902,-0.008039362,-0.004643555,0.000255622,-0.002722349,-0.019908329,-0.004856576
2024-07-30,0.023139646,0.005100441,0.005804717,-0.006443104,-0.003393687,4.6356e-05,-0.000743813,0.007000024,0.015777743
2024-07-31,-0.001298412,-0.005327506,0.004699761,0.009513108,0.001002436,0.000127151,0.01738624,-0.007444085,-0.000728003
2024-08-01,0.021546861,0.010565122,0.010974321,-0.000985468,-0.006091061,5.055e-05,-0.002038594,0.006101835,0.006995959
2024-08-02,-0.020713569,0.005680699,-0.005158689,-0.000831829,-0.004918323,0.000158104,-0.003019256,-0.028906297,0.001399213
2024-08-05,0.011576806,0.015441282,0.009104265,-0.000408533,-0.000449991,0.000187023,-0.006723878,0.005254959,0.018241756
2024-08-06,0.003765593,0.005309093,0.004615379,-0.000700749,0.002640841,-7.6141e-05,-0.006146571,-0.008446277,0.000902332
2024-08-07,-0.013416579,-0.016662138,-0.009587047,-0.010401693,-0.00824834,-1.4115e-05,0.018713263,-0.015487555,0.004847098
2024-08-08,-0.004141408,-0.015610656,-0.014776277,0.003885156,-0.000486107,0.000464609,0.013388557,-0.025097264,-0.006271525
2024-08-09,-0.000333984,-0.008119545,-2.854e-06,-0.007939317,-0.005535379,7.8591e-05,0.012306916,-0.003557594,-0.003172734
2024-08-12,0.014418034,0.007840366,0.015971294,0.003487448,0.006079898,0.00017781,-0.003081261,0.011569688,0.014325388
2024-08-13,0.011276325,0.002186791,0.01254374,-0.000748945,-0.003051977,0.000140795,0.020342813,0.001762021,0.016950381
2024-08-14,0.003558353,-0.003162809,0.004622817,0.006400946,0.003408645,0.000181555,-0.005369259,0.002782591,-0.00486133
